Price,Area,Bed,Bath,AC,Garage,Pool,Year,Quality,Style,Lot,Highway
162500,1622,3,1,1,1,0,1956,Low,3,16120,0
172000,1604,4,2,1,2,0,1954,Low,1,14964,0
153200,1592,4,2,0,1,0,1956,Low,1,16396,0
220000,1922,3,2,1,2,0,1952,Low,1,33579,0
174000,1892,3,1,1,1,0,1955,Low,3,14712,0
200000,1628,3,1,1,2,0,1959,Low,1,15412,0
161000,1644,2,2,1,2,0,1956,Low,1,17030,0
135000,1450,3,1,1,2,0,1955,Low,1,15868,0
190000,1592,3,2,1,2,0,1959,Low,1,22748,0
153800,1654,2,1,0,2,0,1962,Low,1,25874,0
144900,1388,2,1,1,2,0,1950,Low,1,10568,0
165000,1670,3,2,0,2,0,1953,Low,1,18525,0
186000,1953,3,2,1,1,0,1956,Low,1,17129,0
167000,2008,3,1,1,2,0,1963,Low,1,21860,0
189600,1650,3,2,1,2,0,1960,Low,1,34724,0
170000,1578,3,1,1,2,0,1975,Low,1,22485,0
189500,1618,3,2,1,2,0,1962,Low,1,27539,0
153500,1642,3,1,0,2,0,1959,Low,1,14901,0
159900,2008,1,2,1,2,0,1941,Low,1,31657,0
158000,1604,3,2,1,1,0,1960,Low,1,23534,0
175000,2035,4,2,1,3,0,1962,Low,7,20131,0
147000,1534,3,2,0,1,0,1955,Low,3,15361,0
155000,1624,2,2,1,2,0,1955,Low,1,16721,0
150000,1700,4,2,1,1,0,1954,Low,1,15391,0
165000,1630,3,2,1,2,0,1978,Low,2,24963,0
147000,1526,3,2,1,1,0,1957,Low,1,15007,0
146250,1672,3,1,1,2,0,1949,Low,1,22617,0
177500,1588,4,2,1,2,0,1980,Low,2,21925,0
153650,1752,4,2,1,2,0,1950,Low,6,9126,0
199500,1674,4,2,0,2,0,1947,Low,1,33237,0
186000,1980,3,1,0,1,0,1927,Low,6,47679,0
139900,1396,1,1,0,2,0,1950,Low,1,25879,0
160000,1178,1,1,0,2,0,1959,Low,1,9941,0
125000,1263,2,2,0,0,0,1955,Low,1,12357,0
359900,2377,5,2,1,2,0,1937,Low,6,51005,0
184500,1304,3,1,1,2,0,1951,Low,1,21305,0
155000,1340,3,1,0,0,0,1952,Low,1,5666,0
150000,1559,2,1,0,2,0,1952,Low,1,23999,0
146000,1412,1,2,1,0,0,1920,Low,1,4560,0
129000,1198,2,2,1,2,0,1925,Low,1,20918,0
145000,1424,2,1,1,2,0,1947,Low,1,16414,0
200000,1370,4,1,0,1,0,1925,Low,4,8000,0
149900,1584,3,2,1,2,0,1957,Low,1,13514,0
132000,1567,2,1,1,1,0,1934,Low,4,12249,0
136900,1409,2,1,0,1,0,1951,Low,1,28421,0
137000,1655,2,1,0,1,0,1935,Low,1,54651,0
185000,1944,3,2,1,2,0,1939,Low,6,17999,0
133500,1922,3,1,0,2,0,1950,Low,1,14805,0
124000,1480,3,2,1,2,0,1953,Low,1,28351,0
95500,1184,2,1,0,1,0,1951,Low,1,14786,0
